Short name	Accession	TaxId	Name	Path	Assembly file	GFF file	lineage
Spapa3	Spapa3	619300	Spathaspora passalidarum NRRL Y-27907 v2.0	ASCOMYCOTA/SACCHAROMYCOTINA/Spapa3	Spapa3_genomic_scaffolds.fasta.gz	Spapa3_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,debaryomycetaceae,spathaspora,spathaspora passalidarum,spathaspora passalidarum nrrl y-27907"
Cante1	Cante1	590646	Candida tenuis NRRL Y-1498 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Cante1	Cante1_genomic_scaffolds.fasta.gz	Cante1_FilteredModels3_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,debaryomycetaceae,yamadazyma,yamadazyma tenuis,yamadazyma tenuis atcc 10573"
Aciri1_iso	Aciri1_iso	245562	Acidomyces richmondensis BFW	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Aciri1_iso	Aciri1_iso_AssemblyScaffolds.fasta.gz	Aciri1_iso_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetidae,mycosphaerellales,teratosphaeriaceae,acidomyces,unclassified acidomyces,acidomyces sp. 'richmondensis'"
Acral2	Acral2	591952	Acremonium alcalophilum v2.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Acral2	Acral2_AssemblyScaffolds.fasta.gz	Acral2_FilteredModels3_1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,glomerellales,plectosphaerellaceae,sodiomyces,sodiomyces alcalophilus,sodiomyces alcalophilus jcm 7366"
Bjead1_1	Bjead1_1	5331	Bjerkandera adusta v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Bjead1_1	Bjead1_1_AssemblyScaffolds.fasta.gz	Bjead1_1_FilteredModels2_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,polyporales,phanerochaetaceae,bjerkandera,bjerkandera adusta"
Phlgi1	Phlgi1	82310	Phlebiopsis gigantea v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Phlgi1	Phlgi1_AssemblyScaffolds.fasta.gz	Phlgi1_FilteredModels2_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,polyporales,phanerochaetaceae,phlebiopsis,phlebiopsis gigantea"
Canca1	Canca1	767744	Tortispora caseinolytica Y-17796 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Canca1	Canca1_AssemblyScaffolds.fasta.gz	Canca1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,trigonopsidaceae,tortispora,tortispora caseinolytica,tortispora caseinolytica nrrl y-17796"
Lipst1_1	Lipst1_1	675824	Lipomyces starkeyi NRRL Y-11557 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Lipst1_1	Lipst1_1_AssemblyScaffolds.fasta.gz	Lipst1_1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,lipomycetaceae,lipomyces,lipomyces starkeyi,lipomyces starkeyi nrrl y-11557"
Bauco1	Bauco1	717646	Baudoinia compniacensis UAMH 10762 (4089826) v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Bauco1	Bauco1_AssemblyScaffolds.fasta.gz	Bauco1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetidae,mycosphaerellales,teratosphaeriaceae,baudoinia,baudoinia panamericana,baudoinia panamericana uamh 10762"
TrireRUTC30_1	TrireRUTC30_1	51453	Trichoderma reesei RUT C-30 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/TrireRUTC30_1	TrireRUTC30_1_AssemblyScaffolds.fasta.gz	TrireRUTC30_1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,hypocreaceae,trichoderma,trichoderma reesei"
Cocsa1	Cocsa1	665912	Cochliobolus sativus ND90Pr v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Cocsa1	Cocsa1_AssemblyScaffolds.fasta.gz	Cocsa1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,pleosporomycetidae,pleosporales,pleosporineae,pleosporaceae,bipolaris,bipolaris sorokiniana,bipolaris sorokiniana nd90pr"
Paxin1	Paxin1	71150	Paxillus involutus ATCC 200175 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Paxin1	Paxin1_AssemblyScaffolds.fasta.gz	Paxin1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,paxilineae,paxillaceae,paxillus,paxillus involutus"
Oidma1	Oidma1	913774	Oidiodendron maius Zn v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/LEOTIOMYCETES/Oidma1	Oidma1_AssemblyScaffolds.fasta.gz	Oidma1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,leotiomycetes,leotiomycetes incertae sedis,myxotrichaceae,oidiodendron,oidiodendron maius,oidiodendron maius zn"
Jaaar1	Jaaar1	202697	Jaapia argillacea v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Jaaar1	Jaaar1_AssemblyScaffolds.fasta.gz	Jaaar1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,jaapiales,jaapiaceae,jaapia,jaapia argillacea"
Gymlu1	Gymlu1	944289	Gymnopus luxurians v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Gymlu1	Gymlu1_AssemblyScaffolds.fasta.gz	Gymlu1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,omphalotaceae,gymnopus,gymnopus luxurians,gymnopus luxurians fd-317 m1"
Botbo1	Botbo1	264124	Botryobasidium botryosum v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Botbo1	Botbo1_AssemblyScaffolds.fasta.gz	Botbo1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,cantharellales,botryobasidiaceae,botryobasidium,botryobasidium botryosum"
Hypsu1	Hypsu1	945553	Hypholoma sublateritium v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Hypsu1	Hypsu1_AssemblyScaffolds.fasta.gz	Hypsu1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,strophariaceae,hypholoma,hypholoma sublateritium,hypholoma sublateritium fd-334 ss-4"
SerlaS7_9_2	SerlaS7_9_2	578457	Serpula lacrymans S7.9 v2.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/SerlaS7_9_2	SerlaS7_9_2_AssemblyScaffolds.fasta.gz	SerlaS7_9_2_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,coniophorineae,serpulaceae,serpula,serpula lacrymans,serpula lacrymans var. lacrymans,serpula lacrymans var. lacrymans s7.9"
Nadfu1	Nadfu1	45786	Nadsonia fulvescens var. elongata DSM 6958 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Nadfu1	Nadfu1_AssemblyScaffolds.fasta.gz	Nadfu1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,saccharomycetales incertae sedis,nadsonia,nadsonia fulvescens"
Coere1	Coere1	61392	Coemansia reversa NRRL 1564 v1.0	no_rank/ZOOPAGOMYCOTA/KICKXELLOMYCOTINA/Coere1	Coere1_AssemblyScaffolds.fasta.gz	Coere1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,zoopagomycota,kickxellomycotina,kickxellomycetes,kickxellales,kickxellaceae,coemansia,coemansia reversa"
Saico1	Saico1	5606	Saitoella complicata NRRL Y-17804 v1.0	ASCOMYCOTA/TAPHRINOMYCOTINA/Saico1	Saico1_AssemblyScaffolds.fasta.gz	Saico1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,taphrinomycotina,taphrinomycotina incertae sedis,saitoella,saitoella complicata"
CocheC4_1	CocheC4_1	5016	Cochliobolus heterostrophus C4 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/CocheC4_1	CocheC4_1_AssemblyScaffolds.fasta.gz	CocheC4_1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,pleosporomycetidae,pleosporales,pleosporineae,pleosporaceae,bipolaris,bipolaris maydis"
CocheC5_3	CocheC5_3	701091	Cochliobolus heterostrophus C5 v2.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/CocheC5_3	CocheC5_3_AssemblyScaffolds.fasta.gz	CocheC5_3_FilteredModels4_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,pleosporomycetidae,pleosporales,pleosporineae,pleosporaceae,bipolaris,bipolaris maydis,bipolaris maydis c5"
Serla_varsha1	Serla_varsha1	690234	Serpula himantioides (S.lacrymans var shastensis) MUCL38935 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Serla_varsha1	Serla_varsha1_AssemblyScaffolds.fasta.gz	Serla_varsha1_GeneCatalog_genes_20110916.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,coniophorineae,serpulaceae,serpula,serpula lacrymans,serpula lacrymans var. shastensis,serpula lacrymans var. shastensis sha21-2"
Plicr1	Plicr1	944288	Plicaturopsis crispa v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Plicr1	Plicr1_AssemblyScaffolds.fasta.gz	Plicr1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,amylocorticiales,amylocorticiaceae,plicaturopsis,plicaturopsis crispa,plicaturopsis crispa fd-325 ss-3"
Picme2	Picme2	4926	Pichia membranifaciens v2.0	ASCOMYCOTA/SACCHAROMYCOTINA/Picme2	Picme2_AssemblyScaffolds.fasta.gz	Picme2_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,pichiaceae,pichia,pichia membranifaciens"
Cerzm1	Cerzm1	717836	Cercospora zeae-maydis v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Cerzm1	Cerzm1_AssemblyScaffolds.fasta.gz	Cerzm1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetidae,mycosphaerellales,mycosphaerellaceae,cercospora,cercospora zeae-maydis,cercospora zeae-maydis scoh1-5"
PirE2_1	PirE2_1	73868	Piromyces sp. E2 v1.0	no_rank/CHYTRIDIOMYCOTA/no_rank/no_rank/PirE2_1	PirE2_1_AssemblyScaffolds.fasta.gz	PirE2_1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,chytridiomycota,chytridiomycota incertae sedis,neocallimastigomycetes,neocallimastigales,neocallimastigaceae,piromyces,unclassified piromyces,piromyces sp. e2"
Canar1	Canar1	130810	Candida arabinofermentans NRRL YB-2248 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Canar1	Canar1_AssemblyScaffolds.fasta.gz	Canar1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,pichiaceae,ogataea,ogataea/candida clade,[candida] arabinofermentans"
PosplRSB12_1	PosplRSB12_1	670580	Postia placenta MAD-698-R-SB12 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/PosplRSB12_1	PosplRSB12_1_AssemblyScaffolds.fasta.gz	PosplRSB12_1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,polyporales,dacryobolaceae,postia,postia placenta,postia placenta mad-698-r-sb12"
Ascru1	Ascru1	54195	Ascoidea rubescens NRRL Y17699 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Ascru1	Ascru1_AssemblyScaffolds.fasta.gz	Ascru1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,ascoideaceae,ascoidea,ascoidea rubescens"
Ganpr1	Ganpr1	1123529	Gonapodya prolifera v1.0	no_rank/CHYTRIDIOMYCOTA/no_rank/MONOBLEPHARIDOMYCETES/Ganpr1	Ganpr1_AssemblyScaffolds.fasta.gz	Ganpr1_FilteredModels3_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,chytridiomycota,chytridiomycota incertae sedis,monoblepharidomycetes,monoblepharidales,gonapodyaceae,gonapodya,gonapodya prolifera"
Galma1	Galma1	685588	Galerina marginata v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Galma1	Galma1_AssemblyScaffolds.fasta.gz	Galma1.filtered_proteins.FilteredModels2.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,strophariaceae,galerina,galerina marginata,galerina marginata cbs 339.88"
Amore1	Amore1	5101	Amorphotheca resinae v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/LEOTIOMYCETES/Amore1	Amore1_AssemblyScaffolds.fasta.gz	Amore1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,leotiomycetes,helotiales,amorphothecaceae,amorphotheca,amorphotheca resinae"
Cryne_JEC21_1	Cryne_JEC21_1	214684	Cryptococcus neoformans var neoformans JEC21	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/TREMELLOMYCETES/Cryne_JEC21_1	Cryne_JEC21_1_AssemblyScaffolds.fasta.gz	Cryne_JEC21_1_GeneCatalog_genes_20120305.gff.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,tremellomycetes,tremellales,cryptococcaceae,cryptococcus,cryptococcus neoformans species complex,cryptococcus neoformans,cryptococcus neoformans var. neoformans,cryptococcus neoformans var. neoformans jec21"
Pench1	Pench1	1353254	Penicillium chrysogenum v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Pench1	Pench1_AssemblyScaffolds.fasta.gz	Pench1.filtered_proteins.FilteredModels1.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,penicillium,penicillium chrysogenum species complex,penicillium chrysogenum,penicillium chrysogenum 4088766"
Mixos1	Mixos1	34349	Mixia osmundae IAM 14324 v1.0	DIKARYA/BASIDIOMYCOTA/PUCCINIOMYCOTINA/Mixos1	Mixos1_AssemblyScaffolds.fasta.gz	Mixos1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,pucciniomycotina,mixiomycetes,mixiales,mixiaceae,mixia,mixia osmundae"
Babin1	Babin1	45609	Babjeviella inositovora NRRL Y-12698 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Babin1	Babin1_AssemblyScaffolds.fasta.gz	Babin1_FilteredModels2_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,debaryomycetaceae,babjeviella,babjeviella inositovora"
Conco1	Conco1	34488	Conidiobolus coronatus NRRL28638 v1.0	no_rank/ZOOPAGOMYCOTA/ENTOMOPHTHOROMYCOTINA/Conco1	Conco1_AssemblyScaffolds.fasta.gz	Conco1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,zoopagomycota,entomophthoromycotina,entomophthoromycetes,entomophthorales,ancylistaceae,conidiobolus,conidiobolus coronatus"
Canta1	Canta1	984487	Candida tanzawaensis NRRL Y-17324  v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Canta1	Canta1_AssemblyScaffolds.fasta.gz	Canta1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,debaryomycetaceae,suhomyces,suhomyces tanzawaensis,suhomyces tanzawaensis nrrl y-17324"
Triha1	Triha1	5544	Trichoderma harzianum CBS 226.95 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Triha1	Triha1_AssemblyScaffolds.fasta.gz	Triha1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,hypocreaceae,trichoderma,trichoderma harzianum"
Trias1	Trias1	101201	Trichoderma asperellum CBS 433.97 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Trias1	Trias1_AssemblyScaffolds.fasta.gz	Trias1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,hypocreaceae,trichoderma,trichoderma asperellum"
Metbi1	Metbi1	27322	Metschnikowia bicuspidata NRRL YB-4993 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Metbi1	Metbi1_AssemblyScaffolds.fasta.gz	Metbi1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,metschnikowiaceae,metschnikowia,metschnikowia bicuspidata"
Hypbu1	Hypbu1	717740	Hyphopichia burtonii NRRL Y-1933 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Hypbu1	Hypbu1_AssemblyScaffolds.fasta.gz	Hypbu1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,debaryomycetaceae,hyphopichia,hyphopichia burtonii"
Pilcr1	Pilcr1	80663	Piloderma olivaceum F 1598 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Pilcr1	Pilcr1_AssemblyScaffolds.fasta.gz	Pilcr1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,atheliales,atheliaceae,piloderma,piloderma croceum"
Sphst1	Sphst1	68786	Sphaerobolus stellatus v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Sphst1	Sphst1_AssemblyScaffolds.fasta.gz	Sphst1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,phallomycetidae,geastrales,sphaerobolaceae,sphaerobolus,sphaerobolus stellatus"
Hydpi2	Hydpi2	994086	Hydnomerulius pinastri v2.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Hydpi2	Hydpi2_AssemblyScaffolds.fasta.gz	Hydpi2_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,paxilineae,paxillaceae,hydnomerulius,hydnomerulius pinastri,hydnomerulius pinastri md-312"
Dekbr2	Dekbr2	747657	Dekkera bruxellensis CBS 2499 v2.0	ASCOMYCOTA/SACCHAROMYCOTINA/Dekbr2	Dekbr2_AssemblyScaffolds.fasta.gz	Dekbr2_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,pichiaceae,brettanomyces,brettanomyces bruxellensis,brettanomyces bruxellensis cbs 2499"
Hanva1_1	Hanva1_1	53685	Hanseniaspora valbyensis NRRL Y-1626 v1.1	ASCOMYCOTA/SACCHAROMYCOTINA/Hanva1_1	Hanva1_1_AssemblyScaffolds.fasta.gz	Hanva1_1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,saccharomycodaceae,hanseniaspora,hanseniaspora valbyensis"
Aurpu_var_sub1	Aurpu_var_sub1	1043005	Aureobasidium pullulans var. subglaciale EXF-2481	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Aurpu_var_sub1	Aurpu_var_sub1_AssemblyScaffolds.fasta.gz	Aurpu_var_sub1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetidae,dothideales,saccotheciaceae,aureobasidium,aureobasidium subglaciale,aureobasidium subglaciale exf-2481"
Cocvi1	Cocvi1	930091	Cochliobolus victoriae FI3 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Cocvi1	Cocvi1_AssemblyScaffolds.fasta.gz	Cocvi1.filtered_proteins.FilteredModels1.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,pleosporomycetidae,pleosporales,pleosporineae,pleosporaceae,bipolaris,bipolaris victoriae,bipolaris victoriae fi3"
Cocca1	Cocca1	930089	Cochliobolus carbonum 26-R-13 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Cocca1	Cocca1_AssemblyScaffolds.fasta.gz	Cocca1.filtered_proteins.FilteredModels1.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,pleosporomycetidae,pleosporales,pleosporineae,pleosporaceae,bipolaris,bipolaris zeicola,bipolaris zeicola 26-r-13"
Cocmi1	Cocmi1	930090	Cochliobolus miyabeanus ATCC 44560 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Cocmi1	Cocmi1_AssemblyScaffolds.fasta.gz	Cocmi1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,pleosporomycetidae,pleosporales,pleosporineae,pleosporaceae,bipolaris,bipolaris oryzae,bipolaris oryzae atcc 44560"
Aspbr1	Aspbr1	767769	Aspergillus brasiliensis v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspbr1	Aspbr1_AssemblyScaffolds.fasta.gz	Aspbr1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus brasiliensis,aspergillus brasiliensis cbs 101740"
Aspfo1	Aspfo1	1137211	Aspergillus luchuensis CBS 106.47 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/EUROTIOMYCETES/Aspfo1	Aspfo1_AssemblyScaffolds.fasta.gz	Aspfo1_FilteredModels1_deflines.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,eurotiomycetes,eurotiomycetidae,eurotiales,aspergillaceae,aspergillus,aspergillus luchuensis,aspergillus luchuensis cbs 106.47"
