##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)"
208,"Viridothelium virens v1.0",Tryvi1,1048519,32160005,11858,Y,Y,N,,"Haridas S et al.,2020","32206138"
209,"Macrolepiota fuliginosa MF-IS2 v1.0",Macfu1,1400762,46396944,15801,Y,Y,N,,"Ruiz-Dueñas FJ et al.,2020","33211093"
210,"Cortinarius glaucopus AT 2004 276 v2.0",Corgl3,171480,63450306,20377,Y,Y,N,,"Miyauchi S et al.,2020","33046698"
211,"Chalara longipes BDJ v1.0",Chalo1,1379296,52432785,19765,Y,Y,N,,"Barbi F et al.,2020","31760680"
212,"Exidia glandulosa v1.0",Exigl1,5219,78171509,26765,Y,Y,N,,"Nagy LG et al.,2016","26659563"
213,"Pleomassaria siparia v1.0",Plesi1,100044,43176591,13486,Y,Y,N,,"Haridas S et al.,2020","32206138"
214,"Rhizopus microsporus var. microsporus ATCC52813 v1.0",Rhimi1_1,1340429,25972395,10905,Y,Y,N,,"Mondo SJ et al.,2017","29184190"
215,"Zopfia rhizophila v1.0",Zoprh1,160035,152781427,21730,Y,Y,N,,"Haridas S et al.,2020","32206138"
216,"Trichophyton rubrum CBS 118892",Triru1,559305,22502330,8707,Y,Y,N,,"Martinez DA et al.,N/D","22951933"
217,"Histoplasma capsulatum NAm1",Hisca1,339724,32988475,9251,Y,Y,N,,"Sharpton TJ et al.,2009","19717792"
218,"Microsporum canis CBS 113480",Micca1,554155,23241642,8915,Y,Y,N,,"Martinez DA et al.,N/D","22951933"
219,"Penicillium brevicompactum 1011305 v2.0",Penbr2,5074,32114150,11536,Y,N,N,,,
220,"Schizophyllum commune Loenen D v1.0",Schco_LoeD_1,1314666,35882427,13827,Y,N,N,,,
221,"Schizophyllum commune Tattone D v1.0",Schco_TatD_1,1314663,36458910,15199,Y,N,N,,,
222,"Colletotrichum graminicola M1.001",Colgr1,645133,51604658,12006,Y,Y,N,,"O'Connell RJ et al.,2012","22885923"
223,"Wilcoxina mikolae CBS 423.85 v1.0",Wilmi1,43439,117288895,13093,Y,Y,N,,"Miyauchi S et al.,2020","33046698"
224,"Backusella circina FSU 941 v1.0",Bacci1,64653,48648288,17039,Y,N,N,,,
225,"Antonospora locustae HM-2013",Antlo1,1284279,6074860,2606,Y,Y,N,,"Slamovits CH et al.,2004~Corradi N et al.,2007","15186746 18060071"
226,"Nematocida parisii ERTm1",Nempa1,881290,4071346,2661,Y,Y,N,,"Cuomo CA et al.,2012","22813931"
227,"Piedraia hortae CBS 480.64 v1.1",Pieho1_1,147573,16946159,7572,Y,Y,N,,"Haridas S et al.,2020","32206138"
228,"Neofusicoccum parvum UCRNP2",Neopa1,1287680,42592847,10366,Y,Y,N,,"Blanco-Ulate B et al.,2013","23766404"
229,"Dissoconium aciculare v1.0",Disac1,1314786,26537235,10299,Y,Y,N,,"Haridas S et al.,2020","32206138"
230,"Atractiellales rhizophila PMI 95 v2.0",Atrsp2,1938712,51470471,17606,Y,N,N,,,
231,"Lophiostoma macrostomum v1.0",Lopma1,1314788,42577411,16160,Y,Y,N,,"Haridas S et al.,2020","32206138"
232,"Gymnascella aurantiaca v1.0",Gymau1,1149896,25350464,9106,Y,N,N,,,
233,"Saccharomyces cerevisiae YB210 v1.0",SacceYB210_1,4932,11803935,5994,Y,N,N,,,
234,"Gymnascella citrina v1.1",Gymci1_1,37245,25160636,9779,Y,N,N,,,
235,"Xylona heveae TC161 v1.0",Xylhe1,1328760,24337763,8205,Y,Y,N,,"Gazis R et al.,2016","26693682"
236,"Monascus purpureus v1.0",Monpu1,1149898,23439871,8918,Y,N,N,,,
237,"Sodiomyces alkalinus v1.0",Sodal1,1302862,43450096,9411,Y,Y,N,,"Grum-Grzhimaylo AA et al.,2018","30368956"
238,"Anthostoma avocetta NRRL 3190 v1.0",Antav1,1405086,56234513,15755,Y,N,N,,,
239,"Coccidioides immitis RS ",Cocim1,246410,28947925,9910,Y,Y,N,,"Sharpton TJ et al.,2009","19717792"
240,"Encephalitozoon cuniculi GB-M1",Enccu1,284813,2497519,1996,Y,Y,N,,"Peyretaillade E et al.,2009~Katinka MD et al.,2001","20003517 11719806"
241,"Puccinia striiformis f. sp. tritici PST-130 ",Pucst1,875184,64782816,18021,Y,Y,N,,"Cantu D et al.,N/D","21909385"
242,"Wallemia ichthyophaga EXF-994",Walic1,1299270,9655632,4863,Y,Y,N,,"Zajc J et al.,2013","24034603"
243,"Phaeoacremonium aleophilum UCRPA7",Phaal1,1286976,47465449,8834,Y,Y,N,,"Blanco-Ulate B et al.,2013","23814032"
244,"Eutypa lata UCREL1",Eutla1,1287681,54005819,11685,Y,Y,N,,"Blanco-Ulate B et al.,2013","23723393"
245,"Metarhizium acridum CQMa 102",Metac1,655827,39422329,9849,Y,Y,N,,"Gao Q et al.,2011","21253567"
246,"Penicillium digitatum PHI26",Pendi1,1170229,25956151,9118,Y,Y,N,,"Marcet-Houben M et al.,2012","23171342"
247,"Fusarium fujikuroi IMI 58289",Fusfu1,1279085,43832314,14813,Y,Y,N,,"Wiemann P et al.,N/D","23825955"
248,"Grosmannia clavigera kw1407",Grocl1,655863,29794006,8312,Y,Y,N,,"DiGuistini S et al.,2011","21262841"
249,"Pyronema confluens CBS100304",Pyrco1,1076935,50026054,13367,Y,Y,N,,"Traeger S et al.,N/D","24068976"
250,"Paracoccidioides brasiliensis Pb03",Parbr1,482561,29059745,7876,Y,Y,N,,"Desjardins CA et al.,2011","22046142"
251,"Schizophyllum commune H4-8 v3.0",Schco3,5334,38670379,16319,Y,Y,N,,"Ohm RA et al.,2010","20622885"
252,"Beauveria bassiana ARSEF 2860",Beaba1,655819,33693936,10364,Y,Y,N,,"Xiao G et al.,N/D","22761991"
253,"Glarea lozoyensis ATCC 20868",Glalo1,1116229,39509734,13083,Y,Y,N,,"Chen L et al.,2013","23688303"
254,"Uncinocarpus reesii UAMH 1704",Uncre1,336963,22327935,7798,Y,Y,N,,"Sharpton TJ et al.,2009","19717792"
255,"Lentinus tigrinus ALCF2SS1-6 v1.0",Lenti6_1,1328759,39878053,15581,Y,Y,N,,"Wu B et al.,2018","30398645"
256,"Calocera viscosa v1.0",Calvi1,1330018,29097227,12378,Y,Y,N,,"Nagy LG et al.,2016","26659563"
257,"Sistotremastrum niveocremeum HHB9708 ss-1 1.0",Sisni1,1314777,35361098,13080,Y,Y,N,,"Nagy LG et al.,2016","26659563"
258,"Lentinus tigrinus ALCF2SS1-7 v1.0",Lenti7_1,1328758,39530113,15380,Y,Y,N,,"Wu B et al.,2018","30398645"
259,"Lentinus tigrinus v1.0",Sisbr1,5365,39762478,15653,Y,N,N,,,
260,"Pseudozyma hubeiensis SY62",Psehu1,1305764,18442938,7472,Y,Y,N,,"Konishi M et al.,2013","23814110"
261,"Rhizoctonia solani AG-1 IB",Rhiso1,1108050,47658641,15157,Y,Y,N,,"Wibberg D et al.,2013","23280342"
262,"Sporormia fimetaria v1.0",Spofi1,1340428,25892244,10783,Y,Y,N,,"Haridas S et al.,2020","32206138"
263,"Trichoderma citrinoviride TUCIM 6016 v4.0",Trici4,58853,33215161,9737,Y,Y,N,,"Druzhinina IS et al.,2018","29630596"
264,"Trichoderma longibrachiatum ATCC 18648 v3.0",Trilo3,5548,32238325,10938,Y,Y,N,,"Druzhinina IS et al.,2018","29630596"
265,"Fibroporia radiculosa TFFH 294",Fibra1,1078123,28378039,9262,Y,Y,N,,"Tang JD et al.,2012","22247176"
266,"Schizosaccharomyces japonicus yFS275",Schja1,402676,11733154,4878,Y,Y,N,,"Rhind N et al.,2011","21511999"
267,"Sporisorium reilianum SRZ2",Spore1,999809,18386378,6648,Y,Y,N,,"Schirawski J et al.,2010","21148393"
268,"Encephalitozoon intestinalis ATCC 50506",Encin1,876142,2216898,1833,Y,Y,N,,"Corradi N et al.,2010","20865802"
269,"Verticillium alfalfae VaMs.102",Veral1,27335,32833495,10221,Y,Y,N,,"Klosterman SJ et al.,2011","21829347"
270,"Arthrobotrys oligospora ATCC 24927",Artol1,756982,40072829,11479,Y,Y,N,,"Yang J et al.,2011","21909256"
271,"Rhizopus microsporus var. chinensis CCTCC M201021",Rhich1,1271458,45739792,17676,Y,Y,N,,"Wang D et al.,2013","23516228"
272,"Encephalitozoon romaleae SJ-2008",Encro1,1178016,2187595,1831,Y,Y,N,,"Pombert JF et al.,2012","22802648"
273,"Cordyceps militaris CM01",Cormi1,983644,32268578,9651,Y,Y,N,,"Zheng P et al.,2011","22112802"
274,"Schizosaccharomyces cryophilus OY26",Schcy1,653667,11556809,5180,Y,Y,N,,"Rhind N et al.,2011","21511999"
275,"Schizosaccharomyces octosporus yFS286",Schoc1,483514,11634473,4986,Y,Y,N,,"Rhind N et al.,2011","21511999"
276,"Monacrosporium haptotylum CBS 200.50",Monha1,1284197,39531920,10959,Y,Y,N,,"Meerupati T et al.,2013~Andersson KM et al.,2013","24244185 23770896"
277,"Encephalitozoon hellem ATCC 50504",Enche1,907965,2251784,1847,Y,Y,N,,"Pombert JF et al.,2012","22802648"
278,"Macrophomina phaseolina MS6",Macph1,1126212,48882845,13806,Y,Y,N,,"Islam MS et al.,2012","22992219"
279,"Arthroderma benhamiae CBS 112371",Artbe1,663331,22224160,7980,Y,Y,N,,"Burmester A et al.,N/D","21247460"
280,"Trichophyton verrucosum HKI 0517",Triver1,663202,22540967,8024,Y,Y,N,,"Burmester A et al.,N/D","21247460"
281,"Moniliophthora perniciosa FA553",Monpe1_1,554373,18411357,13560,Y,Y,N,,"Mondego JM et al.,2008","19019209"
282,"Aspergillus fumigatus A1163",Aspfu_A1163_1,451804,29205420,9916,Y,Y,N,,"Fedorova ND et al.,2008~Nierman WC et al.,2005~Ronning CM et al.,2005~Joardar V et al.,2012","18404212 16372009 16499415 23234273"
283,"Fibulorhizoctonia psychrophila CBS 109695 v1.0",Fibsp1,436010,95125689,32946,Y,Y,N,,"Nagy LG et al.,2016","26659563"
284,"Exobasidium vaccinii MPITM v1.0",Exova1,1314671,16990195,7453,Y,N,N,,,
285,"Choiromyces venosus 120613-1 v1.0",Chove1,1336337,126035033,17986,Y,Y,N,,"Murat C et al.,2018","30420746"
286,"Dendrothele bispora CBS 962.96 v1.0",Denbi1,1314803,130650616,33645,Y,Y,N,,"Varga T et al.,2019","30886374"
287,"Dothidotthia symphoricarpi v1.0",Dotsy1,1392245,34433519,11790,Y,Y,N,,"Haridas S et al.,2020","32206138"
288,"Enterocytozoon bieneusi H348",Entbi1,481877,3860738,3632,Y,Y,N,,"Akiyoshi DE et al.,2009","19132089"
289,"Malassezia sympodialis ATCC 42132",Malsy1_1,1230383,7669689,3517,Y,Y,N,,"Gioti A et al.,2013","23341551"
290,"Pseudozyma antarctica T-34",Psean1_1,1151754,18065590,6640,Y,Y,N,,"Morita T et al.,2013","23558529"
291,"Nosema ceranae BRL01",Nosce1,578460,7860219,2060,Y,Y,N,,"Cornman RS et al.,2009~Chen YP et al.,2009","19503607 19457054"
292,"Penicillium chrysogenum Wisconsin 54-1255",PenchWisc1_1,500485,32223735,13671,Y,Y,N,,"van den Berg MA et al.,2008","18820685"
293,"Aspergillus kawachii IFO 4308",Aspka1_1,1033177,36544702,11475,Y,Y,N,,"Futagami T et al.,2011","22045919"
294,"Penicillium oxalicum 114-2",Penox1,933388,30177368,9979,Y,Y,N,,"Liu G et al.,N/D","23383313"
295,"Ascocoryne sarcoides NRRL50072",Ascsa1,1016881,34170264,10672,Y,Y,N,,"Gianoulis TA et al.,N/D","22396667"
296,"Rozella allomycis CSF55",Rozal1_1,988480,11859274,6350,Y,Y,N,,"James TY et al.,2013","23932404"
297,"Talaromyces stipitatus ATCC 10500",Talst1_2,441959,35685443,13252,Y,Y,N,,"Nierman WC et al.,2015","25676766"
298,"Auricularia subglabra v2.0",Aurde3_1,717982,76853599,25459,Y,Y,N,,"Floudas D et al.,2012","22745431"
299,"Aspergillus niger ATCC 1015 v4.0",Aspni7,380704,34853277,11910,Y,Y,N,,"Andersen MR et al.,2011","21543515"
300,"Thielavia arenaria CBS 508.74 v1.0",Thiar1,1384583,30991681,10954,Y,N,N,,,
301,"Schizopora paradoxa KUC8140 v1.0",Schpa1,27342,44406206,17098,Y,Y,N,,"Min B et al.,2015","26188242"
302,"Leucogyrophana mollusca KUC20120723A-06 v1.0",Leumo1,85980,35193237,14619,Y,Y,N,,"Wu G et al.,2021","34767630"
303,"Trematosphaeria pertusa CBS 122368 v1.0",Trepe1,390896,47745773,17306,Y,Y,N,,"Haridas S et al.,2020","32206138"
304,"Thielavia appendiculata CBS 731.68 v1.0",Thiap1,1384585,32737472,11942,Y,N,N,,,
305,"Thielavia hyrcaniae CBS 757.83 v1.0",Thihy1,1384584,31183862,11338,Y,N,N,,,
306,"Penicillium brevicompactum AgRF18 v1.0",PenbrAgRF18_1,5074,31680764,12343,Y,N,N,,,
307,"Penicillium janthinellum ATCC 10455 v1.0",Penja1,5079,35149264,12098,Y,N,N,,,
308,"Morchella importuna CCBAS932 v1.0",Morco1,1174673,48213273,11600,Y,Y,N,,"Murat C et al.,2018","30420746"
309,"Penicillium raistrickii ATCC 10490 v1.0",Penra1,69783,31444823,11368,Y,N,N,,,
310,"Talaromyces marneffei ATCC 18224",Talma1_2,441960,28643865,10638,Y,Y,N,,"Nierman WC et al.,2015","25676766"
311,"Talaromyces aculeatus ATCC 10409 v1.0",Penac1,1392253,37268618,13793,Y,N,N,,,
312,"Pycnoporus sanguineus CIRM-BRFM 1264 v1.0",Pycsa1,158606,36037304,14165,Y,Y,N,,"Miyauchi S et al.,2020","32531032"
313,"Aspergillus niger NRRL3",Aspni_NRRL3_1,1451139,35245396,11846,Y,Y,N,,"Vesth TC et al.,2018~Aguilar-Pontes MV et al.,2018","30349117 30425417"
314,"Saccharata proteae CBS 121410 v1.0",Sacpr1,131308,31432921,9234,Y,Y,N,,"Haridas S et al.,2020","32206138"
315,"Ramaria rubella (R. acris) UT-36052-T v1.0",Ramac1,1314676,105462249,19287,Y,Y,N,,"Miyauchi S et al.,2020","33046698"
316,"Cadophora sp. DSE1049 v1.0",Cadsp1,1485229,70459101,22766,Y,Y,N,,"Knapp DG et al.,2018","29679020"
317,"Thielavia antarctica CBS 123565 v1.0",Thian1,1450529,40662258,9204,Y,N,N,,,
318,"Tilletiaria anomala UBC 951 v1.0",Tilan2,1037660,18704010,6810,Y,Y,N,,"Toome M et al.,2014","24926052"
319,"Gyrodon lividus BX v1.0",Gyrli1,85971,43048674,11779,Y,Y,N,,"Miyauchi S et al.,2020","33046698"
320,"Sporobolomyces linderae CBS 7893 v1.0",Spoli1,1397324,18244034,9062,Y,N,N,,,
321,"Tritirachium sp. CBS 265.96 v1.0",Trisp1,1055551,18890683,7254,Y,N,N,,,
322,"Agaricostilbum hyphaenes  ATCC MYA-4628 v1.0",Agahy1,44565,17894169,7746,Y,N,N,,,
323,"Cystobasidium minutum MCA 4210 v1.0",Rhomi1,1397322,20824934,7814,Y,Y,N,,"Camiolo S et al.,2019","30264407"
324,"Heterogastridium pycnidioideum ATCC MYA-4631 v1.0",Hetpy1,1397325,17579447,7658,Y,N,N,,,
325,"Naiadella fluitans ATCC 64713 v1.0",Naifl1,1397326,52667713,13270,Y,N,N,,,
326,"Phanerochaete chrysosporium RP-78 v2.2",Phchr2,2822231,35149519,13602,Y,Y,N,,"Ohm RA et al.,2014","24853079"
327,"Amniculicola lignicola CBS 123094 v1.0",Amnli1,1392246,49576578,15590,Y,Y,N,,"Haridas S et al.,2020","32206138"
328,"Karstenula rhodostoma CBS 690.94 v1.0",Karrh1,1392251,45074449,15043,Y,Y,N,,"Haridas S et al.,2020","32206138"
329,"Trichosporon oleaginosus IBC0246 v1.0",Triol1,879819,19835558,8322,Y,Y,N,,"Kourist R et al.,2015","26199329"
330,"Phoma tracheiphila IPT5 v1.0",Photr1,1408161,34242632,13209,Y,Y,N,,"Haridas S et al.,2020","32206138"
331,"Macroventuria anomochaeta CBS 525.71 v1.0",Macan1,301207,33336106,12954,Y,Y,N,,"Haridas S et al.,2020","32206138"
332,"Aaosphaeria arxii CBS 175.79 v1.0",Aaoar1,1450171,38901049,14203,Y,Y,N,,"Haridas S et al.,2020","32206138"
333,"Coniochaeta ligniaria CBS 111746",Conli1,177197,43695863,12318,Y,N,N,,,
334,"Corynespora cassiicola CCP v1.0",Corca1,59586,44846156,17166,Y,Y,N,,"Lopez D et al.,N/D","29551995"
335,"Lophium mytilinum CBS 269.34 v1.0",Lopmy1,390894,43412209,15153,Y,Y,N,,"Haridas S et al.,2020","32206138"
336,"Ophiobolus disseminans CBS 113818 v1.0",Ophdi1,1469910,41683814,16027,Y,Y,N,,"Haridas S et al.,2020","32206138"
337,"Pycnoporus coccineus ?CIRM-BRFM 1662 v1.0",Pycco1662_1,158605,32097360,12798,Y,N,N,,,
338,"Gymnopilus chrysopellus PR-1187 v1.0",Gymch1,1314804,47223541,18193,Y,N,N,,,
339,"Obba rivulosa 3A-2 v1.0",Obbri1,1052685,34037596,13206,Y,Y,N,,"Miettinen O et al.,2016","27634999"
340,"Delitschia confertaspora ATCC 74209 v1.0",Delco1,1504671,31159062,10171,Y,Y,N,,"Haridas S et al.,2020","32206138"
341,"Clavicorona pyxidata HHB10654 v1.0",Clapy1,48021,37987417,15130,Y,Y,N,,"Looney B et al.,2021","34861049"
342,"Rhizopogon vinicolor AM-OR11-026 v1.0",Rhivi1,1314800,36102320,14469,Y,Y,N,,"Mujic AB et al.,2017","28450370"
343,"Batrachochytrium dendrobatidis JAM81 v1.0",Batde5,684364,24315081,8732,Y,N,N,,,
344,"Scheffersomyces stipitis NRRL Y-11545 v2.0",Picst3,322104,15441079,5807,Y,Y,N,,"Jeffries TW et al.,2007","17334359"
345,"Sporobolomyces roseus v1.0",Sporo1,365493,21172659,5536,Y,N,N,,,
346,"Mycosphaerella graminicola v2.0",Mycgr3,1047171,39686251,10933,Y,Y,N,,"Goodwin SB et al.,2011","21695235"
347,"Westerdykella ornata CBS 379.55 v1.0",Wesor1,318751,26979746,10410,Y,Y,N,,"Haridas S et al.,2020","32206138"
348,"Byssothecium circinans CBS 675.92 v1.0",Bysci1,147558,49288729,15785,Y,Y,N,,"Haridas S et al.,2020","32206138"
349,"Guyanagaster necrorhizus MCA 3950 v1.0",Guyne1,1450536,53686691,14276,Y,Y,N,,"Koch RA et al.,2021","34245690"
350,"Rhodotorula sp. JG-1b",Rhosp1,1305733,19393393,6680,Y,Y,N,,"Goordial J et al.,2016","26988035"
351,"Coniochaeta ligniaria NRRL 30616 v1.0",Conlig1,177197,42382780,13657,Y,Y,N,,"Jiménez DJ et al.,2017","28126934"
352,"Cladonia grayi Cgr/DA2myc/ss v2.0",Clagr3,27339,34622149,11389,Y,Y,N,,"Armaleo D et al.,2019","31337355"
353,"Artolenzites elegans CIRM-BRFM 1663 v1.0",Artel1,526244,33075802,12851,Y,N,N,,,
354,"Trametes ljubarskyi CIRM-BRFM 1659 v1.0",Tralj1,2735509,34004100,13180,Y,Y,N,,"Hage H et al.,2021","33538380"
355,"Sistotrema sp. PMI_390 v1.0",ClaPMI390,1486700,41635769,15452,Y,Y,N,,"Miyauchi S et al.,2020","33046698"
356,"Thozetella sp. PMI_491 v2.0",ThoPMI491_1,1506992,72858336,23281,Y,N,N,,,
357,"Coniochaeta sp. PMI_546 v1.0",ConPMI546,1450552,33513814,11346,Y,N,N,,,
358,"Panellus stipticus KUC8834 v1.1",Panst_KUC8834_1_1,5636,53167499,15860,Y,N,N,,,
359,"Gymnopus androsaceus JB14 v1.0",Gyman1,1447940,89149538,29375,Y,Y,N,,"Barbi F et al.,2020","31760680"
360,"Neurospora crassa FGSC 73 trp-3 v1.0",Neucr_trp3_1,5141,40416174,11978,Y,Y,N,,"Baker SE et al.,2015","25838471"
361,"Armillaria mellea DSM 3731",Armme1_1,1314977,79545241,14473,Y,Y,N,,"Collins C et al.,2013","23656496"
362,"Aporpium caryae L-13461",Elmca1,1211726,39532937,16571,Y,N,N,,,
363,"Polyplosphaeria fusca CBS 125425 v1.0",Polfu1,682080,37009770,15194,Y,Y,N,,"Haridas S et al.,2020","32206138"
364,"Verruculina enalia CBS 304.66 v1.0",Veren1,85948,61207694,13748,Y,Y,N,,"Haridas S et al.,2020","32206138"
365,"Auriscalpium vulgare FP105234-Sp v1.0",Aurvu1,40419,39647923,16945,Y,Y,N,,"Looney B et al.,2021","34861049"
366,"Clathrospora elynae CBS 161.51 v1.0",Clael1,706981,37388950,13617,Y,Y,N,,"Haridas S et al.,2020","32206138"
367,"Tothia fuscella CBS 130266 v1.0",Totfu1,1048955,36781754,13685,Y,Y,N,,"Haridas S et al.,2020","32206138"
368,"Pseudovirgaria hyperparasitica CBS 121739 v1.0",Psehy1,470096,35440147,11232,Y,Y,N,,"Haridas S et al.,2020","32206138"
369,"Phyllosticta citriasiana CBS 120486 v1.0",Phycit1,595635,32696106,11368,Y,Y,N,,"Guarnaccia V et al.,2019","31512371"
370,"Zymoseptoria pseudotritici STIR04_2.2.1",Zymps1,985140,32658572,11044,Y,Y,N,,"Stukenbrock EH et al.,2012~Stukenbrock EH et al.,2011","22711811 21994252"
371,"Zymoseptoria ardabiliae STIR04_1.1.1",Zymar1,985147,31546591,10788,Y,Y,N,,"Stukenbrock EH et al.,2012~Stukenbrock EH et al.,2011","22711811 21994252"
372,"Teratosphaeria nubilosa CBS 116005 v1.0",Ternu1,161662,28443146,10998,Y,Y,N,,"Haridas S et al.,2020","32206138"
373,"Ramicandelaber brevisporus CBS 109374 v1.0",Rambr1,304332,25531049,9281,Y,N,N,,,
374,"Conidiobolus thromboides FSU 785 v1.0",Conth1,1314799,24635576,8867,Y,N,N,,,
375,"Martensiomyces pterosporus CBS 209.56 v1.0",Marpt1,61414,19815802,8435,Y,N,N,,,
376,"Rhizopogon salebrosus TDB-379 v1.0",Rhisa1,176626,82288552,18900,Y,N,N,,,
377,"Marssonina brunnea f. sp. multigermtubi MB_m1",Marbr1,1072389,51949877,10027,Y,Y,N,,"Zhu S et al.,2012","22876864"
378,"Rhizoscyphus ericae UAMH 7357 v1.0",Rhier1,2082293,57408471,16784,Y,Y,N,,"Martino E et al.,2018","29315638"
379,"Aspergillus niger van Tieghem ATCC 13496 v1.0",Aspni_bvT_1,1353008,35690699,12197,Y,Y,N,,"Vesth TC et al.,2018","30349117"
380,"Aspergillus steynii IBT 23096 v1.0",Aspste1,1392250,37847960,13211,Y,Y,N,,"Kjærbølling I et al.,2018","29317534"
381,"Aspergillus niger (phoenicis Corda) Thom ATCC 13157 v1.0",Aspph1,1353007,35753538,11977,Y,Y,N,,"Vesth TC et al.,2018","30349117"
382,"Aspergillus ochraceoroseus IBT 24754 v1.0",Aspoch1,1392256,27718211,8924,Y,Y,N,,"Kjærbølling I et al.,2018","29317534"
383,"Aspergillus campestris IBT 28561 v1.0",Aspcam1,1392248,28257496,9764,Y,Y,N,,"Kjærbølling I et al.,2018","29317534"
384,"Aspergillus novofumigatus IBT 16806 v1.0",Aspnov1,1392255,32440129,11549,Y,Y,N,,"Kjærbølling I et al.,2018","29317534"
385,"Erythrobasidium hasegawianum ATCC 9536 v1.0",Eryha1,1397323,40686788,9521,Y,N,N,,,
386,"Massarina eburnea CBS 473.64 v1.0",Maseb1,1395130,38236937,12935,Y,Y,N,,"Haridas S et al.,2020","32206138"
387,"Alternaria alternata SRC1lrK2f v1.0",Altal1,5599,32990834,13469,Y,Y,N,,"Zeiner CA et al.,N/D","27434633"
388,"Stagonospora sp. SRC1lsM3a v1.0",Stasp1,765868,36082944,14430,Y,Y,N,,"Zeiner CA et al.,N/D","27434633"
389,"Armillaria gallica 21-2 v1.0",Armga1,47427,85336812,25704,Y,Y,N,,"Sipos G et al.,2017","29085064"
390,"Acremonium strictum DS1bioAY4a v1.0",Acrst1,5046,35793893,13158,Y,N,N,,,
391,"Trichodelitschia bisporula CBS 262.69 v1.0",Tribi1,703511,25789561,10181,Y,Y,N,,"Haridas S et al.,2020","32206138"
392,"Leiotrametes sp. CIRM-BRFM 1775 v1.0",Leisp1,1513325,34515440,13763,Y,Y,N,,"Hage H et al.,2021","33538380"
393,"Microascus trigonosporus CBS 218.31 v1.0",Mictr1,36921,36100005,13087,Y,N,N,,,
394,"Niesslia exilis CBS 358.70 v1.0",Nieex1,267680,35381739,13499,Y,N,N,,,
395,"Myrothecium inundatum CBS 120646 v1.0",Myrin1,110576,39207821,13553,Y,N,N,,,
396,"Valetoniellopsis laxa CBS 191.97 v1.0",Valla1,152775,22125270,8026,Y,N,N,,,
397,"Venturia inaequalis",Venin1,5025,55126144,13233,Y,Y,N,,"Deng CH et al.,2017","28464870"
398,"Orpinomyces sp.",Orpsp1_1,1987568,100954185,18936,Y,Y,N,,"Youssef NH et al.,2013","23709508"
399,"Leucoagaricus gongylophorus Ac12",Leugo1_1,1258663,101584475,5420,Y,Y,N,,"Aylward FO et al.,2013","23584789"
400,"Lindgomyces ingoldianus ATCC 200398 v1.0",Linin1,673940,69030646,15956,Y,Y,N,,"Haridas S et al.,2020","32206138"
401,"Stanjemonium grisellum CBS 655.79 v1.0",Stagr1,73508,32998052,11832,Y,N,N,,,
402,"Botryosphaeria dothidea",Botdo1_1,55169,43500615,14998,Y,Y,N,,"Marsberg A et al.,2017","27682468"
403,"Rhytidhysteron rufulum",Rhyru1_1,37885,40184762,12117,Y,Y,N,,"Ohm RA et al.,N/D","23236275"
404,"Hysterium pulicare",Hyspu1_1,100027,38427427,12352,Y,Y,N,,"Ohm RA et al.,N/D","23236275"
405,"Trinosporium guianense CBS132537 v1.0",Trigu1,1196434,24228379,8062,Y,N,N,,,
406,"Meira miltonrushii MCA 3882 v1.0",Meimi1,1280837,17383515,7452,Y,Y,N,,"Kijpornyongpan T et al.,2018","29771364"
407,"Jaminaea sp. MCA 5214 v1.0",Jamsp1,1569628,16615586,6858,Y,Y,N,,"Kijpornyongpan T et al.,2018","29771364"
408,"Ascodesmis nigricans CBS 389.68 v1.0",Ascni1,341454,27385218,9622,Y,Y,N,,"Lütkenhaus R et al.,2019","31604798"
409,"Tilletiopsis washingtonensis MCA 4186 v1.0",Tilwa1,58919,18761941,7011,Y,Y,N,,"Kijpornyongpan T et al.,2018","29771364"
410,"Panus rudis PR-1116 ss-1 v1.0",Panru1,48022,36358364,13568,Y,Y,N,,"Hage H et al.,2021","33538380"
411,"Violaceomyces palustris SA 807 v1.0",Ustsp1,1673888,27323055,8060,Y,Y,N,,"Kijpornyongpan T et al.,2018~Albu S et al.,2015","29771364 26297779"
412,"Marasmius fiardii PR-910 v1.0",Marfi1,1328755,59447912,17098,Y,Y,N,,"Miyauchi S et al.,2020","33046698"
413,"Testicularia cyperi MCA 3645 v1.0",Tescy1,1882483,20778962,7069,Y,Y,N,,"Kijpornyongpan T et al.,2018","29771364"
414,"Terfezia boudieri ATCC MYA-4762 v1.1",Terbo2,82571,63234573,12114,Y,Y,N,,"Murat C et al.,2018","30420746"
415,"Periconia macrospinosa DSE2036 v1.0",Perma1,97972,54992973,18750,Y,Y,N,,"Knapp DG et al.,2018","29679020"
416,"Kazachstania africana CBS 2517",Kazaf1,1071382,11130140,5378,Y,Y,N,,"Gordon JL et al.,2011","22123960"
417,"Torulaspora delbrueckii CBS 1146",Torde1,4950,9220678,4972,Y,Y,N,,"Gordon JL et al.,2011","22123960"
418,"Zygosaccharomyces rouxii CBS732",Zygro1,4956,9764635,4991,Y,Y,N,,"Souciet JL et al.,2009","19525356"
419,"Rhodosporidium toruloides NP11",Rhoto1,1130832,20223942,8140,Y,Y,N,,"Zhu Z et al.,N/D","23047670"
